name,street_address,city,state,postal_code,country,latitude,longitude,phone,website,rating_value,review_count,services,category,google_place_id,description,source,canonical_url,is_chain,chain_name
Palm Beach Tan,208 W Fleming Dr,Morganton,NC,28655,US,35.7372086,-81.6801675,(828) 433-1871,https://palmbeachtan.com/locations/NC/Morganton-West-Fleming-Drive/?utm_source=google_my_business&utm_medium=organic&utm_campaign=seo&utm_content=AUG229,4.2,133.0,"Infrared Sauna, Red Light Therapy",,ChIJSaE8sPrRUIgRWfM7a9TCjaU,"Infrared Sauna available in Morganton, North Carolina. Day Pass available.",plunge,https://plungesaunafinder.com/north-carolina/morganton/palm-beach-tan-208,True,Palm Beach Tan
O2 Fitness,9529 Chapel Hill Rd,Morrisville,NC,27560,US,35.8038673,-78.8103349,(919) 678-6302,https://www.o2fitnessclubs.com/locations/nc/morrisville-cary-parkway,4.7,1078.0,"Infrared Sauna, Massage, Traditional Sauna",,ChIJD5vxtjjyrIkRuTDvwoxVXzg,"Traditional Sauna available in Morrisville, North Carolina. Membership available.",plunge,https://plungesaunafinder.com/north-carolina/morrisville/o2-fitness-9529,False,
Restore Hyper Wellness,1608 Village Market Place,Morrisville,NC,27560,US,35.8069138,-78.8157219,(919) 930-3107,http://www.restore.com/locations/nc-morrisville-nc020?utm_source=gmb&utm_medium=Yext&y_source=1_MzYzNDU3MDEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,4.9,125.0,"Cryotherapy, Red Light Therapy, Infrared Sauna",,ChIJ-UOdVkrzrIkR1Lwt56QBJw0,"Cryotherapy available in Morrisville, North Carolina. Membership available.",plunge,https://plungesaunafinder.com/north-carolina/morrisville/restore-hyper-wellness-1608,True,Restore Hyper Wellness
Cambridge Fitness Brier Creek,7901 TW Alexander Dr Suite 200,Raleigh,NC,27617,US,35.9186758,-78.7818212,(919) 808-1133,https://www.cambridgefitness.com/brier-creek/,4.8,111.0,"Hot Tub, Infrared Sauna, Massage, Traditional Sauna",,ChIJc9q3UHD6rIkRZzvx9peTDBo,"Traditional Sauna available in Raleigh, North Carolina. Day Pass available.",plunge,https://plungesaunafinder.com/north-carolina/raleigh/cambridge-fitness-brier-creek,False,
Essential Health - Raleigh,1920 Falls Valley Dr Suite 130,Raleigh,NC,27615,US,35.8974719,-78.6071859,(919) 208-2314,https://www.essentialhealth.health/,5.0,19.0,"Infrared Sauna, Red Light Therapy",,ChIJN_87GXxXrIkRSis6VcDmJmc,"Infrared Sauna available in Raleigh, North Carolina. Private Session available.",plunge,https://plungesaunafinder.com/north-carolina/raleigh/essential-health-raleigh,False,
Fitness Connection,4120 Main at North Hills St,Raleigh,NC,27609,US,35.8363848,-78.6433363,(919) 787-1665,https://fitnessconnection.com/gyms/north-hills/,4.1,1164.0,"Infrared Sauna, Traditional Sauna",,ChIJb4zns6r3rIkRJ2dCnS5V3bQ,"Traditional Sauna available in Raleigh, North Carolina. Membership available.",plunge,https://plungesaunafinder.com/north-carolina/raleigh/fitness-connection-north-hills,True,Fitness Connection
Home Grown Spa,2219 Rumson Rd,Raleigh,NC,27610,US,35.8004506,-78.6052512,(919) 412-6440,http://www.homegrownspa.com/,5.0,67.0,"Infrared Sauna, Red Light Therapy, Massage, Lymphatic Drainage",,ChIJleMjSdFerIkRPx509a_j8aQ,"Infrared Sauna available in Raleigh, North Carolina. Day Pass available.",plunge,https://plungesaunafinder.com/north-carolina/raleigh/home-grown-spa,False,
"Living Well Balanced, Holistic and Integrative Healthcare",4601 Lake Boone Trail #2h,Raleigh,NC,27607,US,35.8155092,-78.7082488,(919) 926-8890,https://www.livingwellbalancednc.com/,4.6,87.0,"Infrared Sauna, Massage, Traditional Sauna",,ChIJVaJf-Sn0rIkRJwPzYVudWoo,"Traditional Sauna available in Raleigh, North Carolina. Private Session available.",plunge,https://plungesaunafinder.com/north-carolina/raleigh/living-well-balanced-holistic-and-integrative-healthcare,False,
O2 Fitness,6150 Falls of Neuse Rd,Raleigh,NC,27609,US,35.8667993,-78.6183626,(919) 213-7006,https://www.o2fitnessclubs.com/locations/nc/raleigh-falls-of-neuse,4.8,681.0,"Infrared Sauna, Massage, Traditional Sauna",,ChIJL2-6t05YrIkRd2Q555YRcUE,"Traditional Sauna available in Raleigh, North Carolina. Membership available.",plunge,https://plungesaunafinder.com/north-carolina/raleigh/o2-fitness-north-raleigh,False,
Raleigh Well,6241 Westgate Rd STE 120,Raleigh,NC,27617,US,35.9028132,-78.757895,(919) 228-9557,https://www.theraleighwell.com/,5.0,5.0,"Cold Plunge, Infrared Sauna, Red Light Therapy",,ChIJQ1ldojjxrIkRkAFhvK02zPQ,"Cold Plunge available in Raleigh, North Carolina. Membership available.",plunge,https://plungesaunafinder.com/north-carolina/raleigh/raleigh-well,False,
Restore Hyper Wellness,2038 Clark Ave,Raleigh,NC,27605,US,35.7897165,-78.6603244,(984) 459-8686,https://www.restore.com/locations/nc-raleigh-village-district-nc005?utm_source=gmb&utm_medium=Yext&y_source=1_MzE2Mjk4ODYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,4.9,245.0,"Cryotherapy, Red Light Therapy, Infrared Sauna",,ChIJj6PNxD_1rIkRuoxS9VkjQI8,"Cryotherapy available in Raleigh, North Carolina. Membership available.",plunge,https://plungesaunafinder.com/north-carolina/raleigh/restore-hyper-wellness-2038,True,Restore Hyper Wellness
Restore Hyper Wellness Raleigh,4421 Six Forks Rd Suite 101,Raleigh,NC,27609,US,,,,https://restore.com,4.7,155.0,"Cryotherapy, Infrared Sauna, IV Therapy",Wellness Studio,,,original,,True,Restore Hyper Wellness
Sauna House Raleigh,324 Dupont Cir,Raleigh,NC,27603,US,35.7762469,-78.648247,,https://www.saunahouse.com/pages/raleigh,,,"Cold Plunge, Infrared Sauna, Traditional Sauna",,,"Traditional Sauna available in Raleigh, North Carolina. Day Pass available.",plunge,https://plungesaunafinder.com/north-carolina/raleigh/sauna-house-raleigh,False,
Touch of Sam Lymphatic Massage Spa,2231 E Millbrook Rd #121,Raleigh,NC,27616,US,35.8487266,-78.5975922,(919) 817-8824,https://touchofsam.com/,4.9,157.0,"Infrared Sauna, Lymphatic Drainage, Massage",,ChIJlRc-R-ZYrIkR3FoCToOjOh4,"Infrared Sauna available in Raleigh, North Carolina. Membership available.",plunge,https://plungesaunafinder.com/north-carolina/raleigh/touch-of-sam-lymphatic-massage-spa,False,
Triangle Chiropractic & Rehabilitation Center,2011 Falls Valley Dr Ste 102,Raleigh,NC,27615,US,35.8973055,-78.6054251,(919) 792-8682,http://www.trianglecrc.com/,5.0,54.0,"Infrared Sauna, Cold Plunge, Massage",,ChIJRY8e2mdYrIkRsIP27BoHZ68,"Infrared Sauna available in Raleigh, North Carolina. Membership available.",plunge,https://plungesaunafinder.com/north-carolina/raleigh/triangle-chiropractic-rehabilitation-center,False,
beem® Light Sauna Raleigh,615 Peace St,Raleigh,NC,27605,US,35.7884855,-78.6483284,(984) 383-8900,https://beemlightsauna.com/raleigh/,4.9,70.0,"Infrared Sauna, Red Light Therapy",,ChIJ93eowbpfrIkRck9kPqseT3U,"Red Light Therapy available in Raleigh, North Carolina. Membership available.",plunge,https://plungesaunafinder.com/north-carolina/raleigh/beem-light-sauna-raleigh,True,beem Light Sauna
iCRYO CRYOTHERAPY + iV THERAPY + BODY SCULPTING + RED LIGHT THERAPY,200 Park at N Hills St Suite 150,Raleigh,NC,27609,US,35.8359067,-78.6365982,(919) 576-9880,https://icryo.com/location/raleigh/,4.8,373.0,"Cryotherapy, Red Light Therapy, Infrared Sauna",,ChIJ5SUQsf1ZrIkRZOyaFb9OXjg,"Cryotherapy available in Raleigh, North Carolina. Day Pass available.",plunge,https://plungesaunafinder.com/north-carolina/raleigh/icryo-cryotherapy-iv-therapy-body-sculpting-red-light-therapy-north-hills,True,iCRYO
Freedom Longevity & Wellness LKN,8606 North Carolina Hwy 150,Sherrills Ford,NC,28673,US,35.6004759,-80.9549996,(828) 478-1070,https://www.freedomlkn.com/,5.0,39.0,"Cold Plunge, Infrared Sauna, Red Light Therapy, PEMF Therapy",,ChIJK3rkMgBTUYgRbfL9pJdT0xM,"Cold Plunge available in Sherrills Ford, North Carolina. Day Pass available.",plunge,https://plungesaunafinder.com/north-carolina/sherrills-ford/freedom-longevity-wellness-lkn,False,
Bell Haven Spa,970 Davie Ave,Statesville,NC,28677,US,35.7946311,-80.873935,(704) 761-8249,https://therockstatesville.com/bell-haven-spa,,,"Infrared Sauna, Cold Plunge, Massage, Red Light Therapy",,,"Infrared Sauna available in Statesville, North Carolina. Private Session available.",plunge,https://plungesaunafinder.com/north-carolina/statesville/bell-haven-spa,False,
Carolina Tan & Wellness,1877 E Broad St,Statesville,NC,28625,US,35.7928636,-80.8523124,(704) 838-0826,http://carolinatan.co/,4.6,103.0,"Infrared Sauna, Red Light Therapy, Massage",,ChIJA_p5MfxYUYgRItUri5EFE6M,"Infrared Sauna available in Statesville, North Carolina. Day Pass available.",plunge,https://plungesaunafinder.com/north-carolina/statesville/carolina-tan-wellness,False,
Palm Beach Tan,124 Venture Ln,Statesville,NC,28625,US,35.8185347,-80.8778953,(704) 872-2777,https://palmbeachtan.com/locations/NC/Statesville-Venture-Lane/?utm_source=google_my_business&utm_medium=organic&utm_campaign=seo&utm_content=AUG218,4.5,53.0,"Infrared Sauna, Red Light Therapy",,ChIJv0TyXc9ZUYgRODLz8Fs_-bo,"Infrared Sauna available in Statesville, North Carolina. Day Pass available.",plunge,https://plungesaunafinder.com/north-carolina/statesville/palm-beach-tan-124,True,Palm Beach Tan
The Hidden Spa,206 Cooper St Suite 111,Statesville,NC,28677,US,35.7836234,-80.8872345,(704) 380-4474,http://hiddenspanc.com/,5.0,120.0,"Massage, Infrared Sauna, Lymphatic Drainage, Traditional Sauna",,ChIJeZZcJk5ZUYgR7Es_OR1rbbE,"Massage available in Statesville, North Carolina. Membership available.",plunge,https://plungesaunafinder.com/north-carolina/statesville/the-hidden-spa,False,
Wildflower Wellness,136 Pacolet St,Tryon,NC,28782,US,35.2086325,-82.2405758,(828) 722-4933,https://wildflowerwellness.love/,5.0,10.0,"Infrared Sauna, Massage",,ChIJGdlDWAHZWYgRjk-WekzwoAc,"Infrared Sauna available in Tryon, North Carolina. Private Session available.",plunge,,False,
20 Orange Spa,20 Orange St Second Floor,Wilmington,NC,28401,US,34.232674,-77.9486782,(910) 448-4332,https://www.20orangespa.com/,4.8,99.0,"Infrared Sauna, Cold Plunge, Massage",,ChIJCbL8yq8fqokRZz5GXi1Hgn4,"Infrared Sauna available in Wilmington, North Carolina. Day Pass available.",plunge,https://plungesaunafinder.com/north-carolina/wilmington/20-orange-spa,False,
"HOTWORX - Wilmington, NC - Midtown",3501 Oleander Dr Suite 4A,Wilmington,NC,28403,US,34.2176236,-77.9047374,(910) 742-8008,https://www.hotworx.net/studio/wilmington-midtown,5.0,78.0,Infrared Sauna,,ChIJVUGrn8r1qYkRmjDgqRxJLSw,"Infrared Sauna available in Wilmington, North Carolina. Day Pass available.",plunge,https://plungesaunafinder.com/north-carolina/wilmington/hotworx-wilmington-nc-midtown,True,HOTWORX
"Pure Sweat Sauna Studio, Winston-Salem",901 Trade St NW,Winston-Salem,NC,27101,US,36.1056217,-80.2463848,(336) 705-4675,https://www.puresweatstudios.com/winston-salem-nc,5.0,150.0,"Infrared Sauna, Cold Plunge",,ChIJN83sT0SvU4gRntJKMxO8oAk,"Infrared Sauna available in Winston-Salem, North Carolina. Membership available.",plunge,https://plungesaunafinder.com/north-carolina/winston-salem/pure-sweat-sauna-studio-winston-salem,False,
Capital Racquet & Fitness Center,3200 N 10th St,Bismarck,ND,58503,US,46.8416976,-100.7778778,(701) 221-6855,http://bisparks.org/facilities/capital-racquet-fitness-center/,4.6,51.0,"Hot Tub, Infrared Sauna, Traditional Sauna",,ChIJQ7Ykv0qC11IRzmvO0x1znd0,"Traditional Sauna available in Bismarck, North Dakota. Day Pass available.",plunge,https://plungesaunafinder.com/north-dakota/bismarck/capital-racquet-fitness-center,False,
Embrace Wellness + Ageless Beauty,1140 W Capitol Ave,Bismarck,ND,58501,US,46.826652,-100.810468,(701) 751-7244,https://embracewellnessnd.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,4.9,102.0,"Cryotherapy, Halotherapy, Infrared Sauna, Massage, Red Light Therapy, Traditional Sauna",,ChIJI-A0ekmC11IRQtYaVXMwns0,"Traditional Sauna available in Bismarck, North Dakota. Private Session available.",plunge,https://plungesaunafinder.com/north-dakota/bismarck/embrace-wellness-ageless-beauty,False,
Inspire Health & Wellness Spa,3251 Seter Pkwy Suite 100,Fargo,ND,58104,US,46.8307667,-96.8812984,(701) 367-3651,https://inspirehealthspa.com/,5.0,223.0,"Cold Plunge, Float, Halotherapy, Infrared Sauna, Lymphatic Drainage, Massage, Red Light Therapy, Traditional Sauna",,ChIJ3xGWIUkzz1IRTm2NNDApjKE,"Traditional Sauna available in Fargo, North Dakota. Day Pass available.",plunge,https://plungesaunafinder.com/north-dakota/fargo/inspire-health-wellness-spa,False,
Total Zen Massage & Skin,801 10th St S STE #200,Fargo,ND,58103,US,46.8665485,-96.7955143,(701) 612-1916,https://www.totalzenfm.com/,5.0,25.0,"Infrared Sauna, Massage, Lymphatic Drainage",,ChIJy4u2qZnLyFIROBm56RLy9SM,"Infrared Sauna available in Fargo, North Dakota. Private Session available.",plunge,https://plungesaunafinder.com/north-dakota/fargo/total-zen-massage-skin,False,
Palm Beach Tan,4088 S Washington St Suite 204,Grand Forks,ND,58201,US,47.8769687,-97.0437791,(701) 757-4060,https://palmbeachtan.com/locations/ND/Grand-Forks-South-Washington-Street/?utm_source=google_my_business&utm_medium=organic&utm_campaign=seo&utm_content=MSP006,4.5,82.0,"Infrared Sauna, Red Light Therapy, Halotherapy",,ChIJDQ781LOAxlIRCaPli47fYDg,"Infrared Sauna available in Grand Forks, North Dakota. Day Pass available.",plunge,https://plungesaunafinder.com/north-dakota/grand-forks/palm-beach-tan-4088,True,Palm Beach Tan
SUNHEAT International,3724 Arch Ave,Grand Island,NE,68803,US,40.9107282,-98.3895281,(308) 382-8137,https://www.sunheat.com/,4.7,36.0,"Infrared Sauna, Traditional Sauna",,ChIJMxc0y7aGmYcRNcAGfMFJsWk,"Traditional Sauna available in Grand Island, Nebraska. ",plunge,https://plungesaunafinder.com/nebraska/grand-island/sunheat-international,False,
Float District,12744 Westport Pkwy Ste. 1F,La Vista,NE,68138,US,41.1787047,-96.1138031,(531) 215-1567,http://www.floatdistrict.com/,5.0,93.0,"Float, Infrared Sauna, Cold Plunge, Halotherapy, Red Light Therapy",,ChIJCShH_2T1k4cRL8HgT_xD-M0,"Float available in La Vista, Nebraska. Membership available.",plunge,https://plungesaunafinder.com/nebraska/la-vista/float-district,False,
Genesis Health Clubs - O Street,6140 O St,Lincoln,NE,68505,US,40.818581,-96.6351828,(402) 466-3191,https://www.genesishealthclubs.com/locations/o-street.html?utm_campaign=search&utm_medium=organic&utm_source=gbp,4.5,649.0,"Infrared Sauna, Massage, Traditional Sauna",,ChIJuz6Sqk68locRVrk_OPlRDM0,"Traditional Sauna available in Lincoln, Nebraska. Day Pass available.",plunge,https://plungesaunafinder.com/nebraska/lincoln/genesis-health-clubs-o-street,False,
"HOTWORX - Lincoln, NE - 70th & Pioneers",4500 S 70th St Suite 101,Lincoln,NE,68516,US,40.7675375,-96.6244031,(531) 500-3775,https://www.hotworx.net/studio/lincoln-70thpioneers,5.0,30.0,Infrared Sauna,,ChIJTb7uGieXlocRG4bCL1rUFNo,"Infrared Sauna available in Lincoln, Nebraska. Membership available.",plunge,https://plungesaunafinder.com/nebraska/lincoln/hotworx-lincoln-ne-70th-pioneers,True,HOTWORX
"HOTWORX - Lincoln, NE - Fallbrook",643 Fallbrook Blvd,Lincoln,NE,68521,US,40.8771917,-96.7282844,(531) 254-5335,https://www.hotworx.net/studio/lincolnfallbrook,5.0,25.0,Infrared Sauna,,ChIJJXMhjIu5locRJA8nENC0Gdc,"Infrared Sauna available in Lincoln, Nebraska. Membership available.",plunge,https://plungesaunafinder.com/nebraska/lincoln/hotworx-lincoln-ne-fallbrook,True,HOTWORX
"HOTWORX - Lincoln, NE - Wilderness Hills",8600 S 30th St Suite 108,Lincoln,NE,68516,US,40.7253379,-96.6774368,(402) 480-7310,https://www.hotworx.net/studio/lincoln-wildernesshills,4.8,76.0,Infrared Sauna,,ChIJd87Wqz2VlocRQNk_Xe-vc1E,"Infrared Sauna available in Lincoln, Nebraska. Day Pass available.",plunge,https://plungesaunafinder.com/nebraska/lincoln/hotworx-lincoln-ne-wilderness-hills,True,HOTWORX
Lost in Float,8244 Northern Lights Drive Suite #112,Lincoln,NE,68505,US,40.8318449,-96.6077402,(531) 289-7739,http://www.lostinfloat.com/,4.9,123.0,"Cold Plunge, Cryotherapy, Float, Infrared Sauna, Red Light Therapy, Traditional Sauna",,ChIJx8K44pK8locRmQGI0Mam1nM,"Cold Plunge available in Lincoln, Nebraska. Day Pass available.",plunge,https://plungesaunafinder.com/nebraska/lincoln/lost-in-float,False,
Palm Beach Tan,5308 S 56th St,Lincoln,NE,68516,US,40.7590923,-96.6437328,(402) 420-9911,https://palmbeachtan.com/locations/NE/56th-Highway-2-South-56th-Street/?utm_source=google_my_business&utm_medium=organic&utm_campaign=seo&utm_content=OMA102,4.3,75.0,"Infrared Sauna, Red Light Therapy, Halotherapy",,ChIJeeRUahiWlocRJsKAzS_4rdQ,"Infrared Sauna available in Lincoln, Nebraska. Day Pass available.",plunge,https://plungesaunafinder.com/nebraska/lincoln/palm-beach-tan-colonial-hills,True,Palm Beach Tan
Valiant Fitness,5550 S 59th St Suite 13,Lincoln,NE,68516,US,40.7567406,-96.6398863,(402) 224-6876,https://www.valiantfitnessne.com/,5.0,9.0,"Infrared Sauna, Massage",,ChIJp-n3cHeXlocRkffrCFPxRm8,"Infrared Sauna available in Lincoln, Nebraska. Private Session available.",plunge,,False,
Genesis Health Clubs - Aksarben,2110 S 67th St,Omaha,NE,68106,US,41.239357,-96.0157664,(402) 763-1400,https://www.genesishealthclubs.com/locations/aksarben.html?utm_campaign=search&utm_medium=organic&utm_source=gbp,4.2,534.0,"Infrared Sauna, Massage, Traditional Sauna",,ChIJNfaHBFKMk4cR3aziIqP3p-8,"Traditional Sauna available in Omaha, Nebraska. Day Pass available.",plunge,https://plungesaunafinder.com/nebraska/omaha/genesis-health-clubs-aksarben,False,
Genesis Health Clubs - Cass,7777 Cass St,Omaha,NE,68114,US,41.2628194,-96.0351154,(402) 343-0486,https://www.genesishealthclubs.com/locations/cass.html?utm_campaign=search&utm_medium=organic&utm_source=gbp,4.2,942.0,"Hot Tub, Infrared Sauna, Massage, Steam Room, Traditional Sauna",,ChIJcfPnSA2Nk4cRibLTctVJuYw,"Traditional Sauna available in Omaha, Nebraska. Membership available.",plunge,https://plungesaunafinder.com/nebraska/omaha/genesis-health-clubs-cass,False,
HOTWORX - Omaha - Midtown,7900 W Dodge Rd,Omaha,NE,68114,US,41.2603836,-96.0378808,(531) 800-1131,https://www.hotworx.net/studio/omaha-midtown/,4.6,63.0,Infrared Sauna,,ChIJOyqU4f2Nk4cRN5MT6euGOEM,"Infrared Sauna available in Omaha, Nebraska. Membership available.",plunge,https://plungesaunafinder.com/nebraska/omaha/hotworx-omaha-midtown,True,HOTWORX
Perspire Sauna Studio,18122 Wright St,Omaha,NE,68130,US,41.2336491,-96.1978058,(402) 281-9911,https://www.perspiresaunastudio.com/ne/west-omaha/,4.9,96.0,"Cold Plunge, Halotherapy, Infrared Sauna, Red Light Therapy",,ChIJmRtRBzLxk4cRCRL9O9X9M6w,"Red Light Therapy available in Omaha, Nebraska. Day Pass available.",plunge,https://plungesaunafinder.com/nebraska/omaha/perspire-sauna-studio-west-omaha,True,Perspire Sauna Studio
YMCA of Concord,15 North State Street,Concord,NH,03301-4040,US,43.2048452,-71.5378302,+1 603-228-9622,https://www.ymca.org/locations/ymca-concord,3.3,58.0,Traditional Sauna,,ChIJR1pkjJJq4okR265YiezPP9U,,plunge,,True,YMCA
YMCA Allard Center,116 Goffstown Back Rd,Goffstown,NH,03045-2641,US,43.020768,-71.5314503,+1 603-497-4663,https://www.ymca.org/locations/ymca-allard-center,4.4,239.0,Traditional Sauna,,ChIJZzzvS2FI4okRQ3Fo1GDo1-E,,plunge,https://plungesaunafinder.com/new-hampshire/goffstown/ymca-allard-center,True,YMCA
3 Degrees Infrared Sauna Studio,290 Derry Rd #3a,Hudson,NH,03051,US,42.8143274,-71.4224223,(603) 537-8487,https://3degreeshudson.com/,5.0,63.0,Infrared Sauna,,ChIJLQ2nJVSz44kRI9wmLZ2-8Uo,"Infrared Sauna available in Hudson, New Hampshire. Day Pass available.",plunge,https://plungesaunafinder.com/new-hampshire/hudson/3-degrees-infrared-sauna-studio,False,
Keene Family YMCA,200 Summit Road,Keene,NH,03431-3265,US,42.9494476,-72.3289154,+1 603-352-6002,https://www.ymca.org/locations/keene-family-ymca,4.1,108.0,Traditional Sauna,,ChIJyWTd_nh04YkRh_OL636Fpxw,,plunge,https://plungesaunafinder.com/new-hampshire/keene/keene-family-ymca,True,YMCA
The Iron Cactus,3 Newton Junction Rd,Kingston,NH,03848,US,42.8801399,-71.0807647,(603) 642-4990,https://theironcactus.com/,5.0,73.0,"Infrared Sauna, Halotherapy, Massage, Red Light Therapy",,ChIJEUHD35v94okRO2BIRLPiL8A,"Infrared Sauna available in Kingston, New Hampshire. Day Pass available.",plunge,https://plungesaunafinder.com/new-hampshire/kingston/the-iron-cactus,False,
The Granite YMCA,670 No. Commercial St,Manchester,NH,03101,US,42.9984359,-71.468811,+1 603-623-3558,https://www.ymca.org/locations/granite-ymca,5.0,1.0,Traditional Sauna,,ChIJUeJxYz5P4okR1PAfSQiabSk,,plunge,https://plungesaunafinder.com/new-hampshire/manchester/the-granite-ymca,True,YMCA
Merrimack YMCA,6 Henry Clay Dr,Merrimack,NH,03054-4848,US,42.8053123,-71.4828262,+1 603-881-7778,https://www.ymca.org/locations/merrimack-ymca,4.5,196.0,Traditional Sauna,,ChIJD3VPggG044kRm-EQ3HMXYP4,,plunge,https://plungesaunafinder.com/new-hampshire/merrimack/merrimack-ymca,True,YMCA
Calm Down Wellness Studio,345 Amherst St,Nashua,NH,03063,US,42.7836196,-71.5031472,(603) 718-8511,http://www.calmdownnh.com/,5.0,17.0,"Infrared Sauna, Cold Plunge, Halotherapy, Float, PEMF Therapy",,ChIJIZCLJXK344kRmBLiLLL7Uzc,"Infrared Sauna available in Nashua, New Hampshire. Day Pass available.",plunge,https://plungesaunafinder.com/new-hampshire/nashua/calm-down-wellness-studio,False,
Nashua Branch YMCA,24 Stadium Dr,Nashua,NH,03062-3923,US,42.7469986,-71.504929,+1 603-882-2011,https://www.ymca.org/locations/nashua-branch-ymca,4.6,205.0,Traditional Sauna,,ChIJAQr0od6w44kRaruZlrCdL_0,,plunge,https://plungesaunafinder.com/new-hampshire/nashua/nashua-branch-ymca,True,YMCA
Banya - Sauna & Cold Plunge,350 Rte 1 Byp S,Portsmouth,NH,03801,US,43.0677312,-70.7766043,(207) 200-4336,https://www.letsbanya.com/,5.0,47.0,"Cold Plunge, Hot Tub, Infrared Sauna, Traditional Sauna",,ChIJwXvEZlu_4okR0S7ZMdE6KvI,"Traditional Sauna available in Portsmouth, New Hampshire. Day Pass available.",plunge,https://plungesaunafinder.com/new-hampshire/portsmouth/banya-sauna-cold-plunge,False,
Strafford County YMCA,35 Bartlett Ave,Somersworth,NH,03878,US,43.2508419,-70.8755812,+1 603-692-2081,https://www.ymca.org/locations/strafford-county-ymca,3.5,8.0,Traditional Sauna,,ChIJRU0rj7uZ4okR7xWVIK2oxnI,,plunge,https://plungesaunafinder.com/new-hampshire/somersworth/strafford-county-ymca,True,YMCA
the movement,42 S Main St,Allentown,NJ,08501,US,40.1762468,-74.5862285,(609) 456-7941,https://themovementbycf.com/,4.9,57.0,"Infrared Sauna, Massage",,ChIJ8xrxobFhwYkRNceEic3qUlo,Infrared Sauna and Massage in Allentown. Day Pass available. ,plunge,https://plungesaunafinder.com/new-jersey/allentown/the-movement,False,
Sea Spa Sanctuary at Tropicana,"Tropicana Chelsea Tower, 111 S Chelsea Ave",Atlantic City,NJ,08401,US,39.3517556,-74.4472469,(609) 651-8877,https://seaspasanctuary.com/,4.2,63.0,"Hot Tub, Infrared Sauna, Massage, Steam Room, Traditional Sauna",,ChIJ59PrQobvwIkRhV6wAQk4vAI,"Traditional Sauna available in Atlantic City, New Jersey. Day Pass available.",plunge,https://plungesaunafinder.com/new-jersey/atlantic-city/sea-spa-sanctuary-at-tropicana,False,
exhale Spa Atlantic City,500 Boardwalk Lobby Level,Atlantic City,NJ,08401,US,39.3627499,-74.4148226,(609) 783-8700,https://exhalespa.com/nj/atlantic-city/,4.4,688.0,"Halotherapy, Infrared Sauna, Massage, Steam Room, Traditional Sauna",,ChIJu9VwXUrvwIkR_IWP0R8yr-k,"Traditional Sauna available in Atlantic City, New Jersey. Day Pass available.",plunge,,False,
Skin Love Beauty & Body Bar,20 West Ave,Atlantic Highlands,NJ,07716,US,40.4126342,-74.0397544,(732) 773-5542,https://skinlovebeautybar.com/,5.0,47.0,"Infrared Sauna, Massage, Traditional Sauna",,ChIJpWSBddolwokRbUq6zQ6Xvjc,"Traditional Sauna available in Atlantic Highlands, New Jersey. Private Session available.",plunge,https://plungesaunafinder.com/new-jersey/atlantic-highlands/skin-love-beauty-body-bar,False,
Sauna Suites,1180 St Georges Ave Apartment 2,Avenel,NJ,07001,US,40.5787819,-74.2935843,(732) 218-5483,http://sauna-suites.com/,4.7,74.0,Traditional Sauna,,ChIJv4GPtze1w4kR0yLCA8YEI0Q,"Discover Sauna Suites, a specialized wellness destination situated in Avenel, New Jersey. Located at 1180 St Georges Ave Apartment 2, this intimate thermal therapy venue offers a unique approach to wellness and recovery, with customized thermal experiences awaiting curious health enthusiasts.",plunge,https://plungesaunafinder.com/new-jersey/avenel/sauna-suites-avenel,False,
East Coast CryoStudio and Recovery Lounge,770 Lighthouse Dr,Barnegat,NJ,08005,US,39.7568356,-74.2575852,(609) 293-4391,http://eastcoastcryostudio.com/,5.0,19.0,"Cryotherapy, Infrared Sauna, Massage",,ChIJEzZ46oAJwYkRkDUsSyZKS-s,"Cryotherapy available in Barnegat, New Jersey. Membership available.",plunge,https://plungesaunafinder.com/new-jersey/barnegat/east-coast-cryostudio-and-recovery-lounge,False,
Rapha Wellness Center,305 Bayonne Crossing Way,Bayonne,NJ,07002,US,40.6627485,-74.1059876,(201) 778-2020,https://www.raphaphysicaltherapybayonne.com/,4.8,68.0,"Cryotherapy, Infrared Sauna, Massage, Traditional Sauna",,ChIJoXq20kFRwokRuKlFnaCV4EI,"Cryotherapy available in Bayonne, New Jersey. Private Session available.",plunge,https://plungesaunafinder.com/new-jersey/bayonne/rapha-wellness-center,False,
Quantum Wellness,"Red Barn Building, 327 US-202",Bedminster,NJ,07921,US,40.6493068,-74.6418952,(973) 782-3227,https://www.quantumwellnessnj.com/,4.9,191.0,"Massage, Cryotherapy, Infrared Sauna",,ChIJC45EO4CWw4kRBelnLBhZiYw,"Massage available in Bedminster, New Jersey. Membership available.",plunge,https://plungesaunafinder.com/new-jersey/bedminster/quantum-wellness,False,
StretchSource®,550 W Main St,Boonton,NJ,07005,US,40.9038544,-74.4249624,(973) 664-7017,http://stretchsource.com/,4.9,33.0,"Infrared Sauna, Cold Plunge, Massage",,ChIJuY0glXEJw4kRH3_v715S1XA,"Infrared Sauna available in Boonton, New Jersey. Membership available.",plunge,https://plungesaunafinder.com/new-jersey/boonton/stretchsource,False,
